"TIME","GEO","UNIT","ICD10","AGE","RESID","SEX","Value","Flag and Footnotes"
"2015","Greece","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Males","102",""
"2015","Greece","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Females","93",""
"2015","Greece","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Total","182",""
"2015","Greece","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Males","108",""
"2015","Greece","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Females","74",""
"2015","Greece","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Total","7,766",""
"2015","Greece","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Males","2,916",""
"2015","Greece","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Females","4,850",""
"2015","Spain","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Total","7,567",""
"2015","Spain","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Males","3,748",""
"2015","Spain","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Females","3,819",""
"2015","Spain","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Total","107,195",""
"2015","Spain","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Males","65,483",""
"2015","Spain","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Females","41,712",""
"2015","Spain","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Total","4,186",""
"2015","Spain","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Males","2,240",""
"2015","Spain","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Females","1,946",""
"2015","Spain","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Total","14,065",""
"2015","Spain","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Males","5,953",""
"2015","Spain","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Females","8,112",""
"2015","Spain","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Total","21,333",""
"2015","Spain","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Males","7,182",""
"2015","Spain","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Females","14,151",""
"2015","Spain","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Total","25,835",""
"2015","Spain","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Males","9,888",""
"2015","Spain","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Females","15,947",""
"2015","Spain","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Total","124,197",""
"2015","Spain","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Males","56,461",""
"2015","Spain","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Females","67,736",""
"2015","Spain","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Total","51,848",""
"2015","Spain","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Males","28,930",""
"2015","Spain","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Females","22,918",""
"2015","Spain","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Total","20,360",""
"2015","Spain","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Males","10,633",""
"2015","Spain","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Females","9,727",""
"2015","Spain","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Total","1,563",""
"2015","Spain","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Males","525",""
"2015","Spain","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Females","1,038",""
"2015","Spain","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Total","4,148",""
"2015","Spain","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Males","1,366",""
"2015","Spain","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Females","2,782",""
"2015","Spain","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Total","12,169",""
"2015","Spain","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Males","5,313",""
"2015","Spain","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Females","6,856",""
"2015","Spain","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Total","15",""
"2015","Spain","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Males",":",""
"2015","Spain","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Females","15",""
"2015","Spain","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Total","674",""
"2015","Spain","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Males","380",""
"2015","Spain","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Females","294",""
"2015","Spain","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Total","802",""
"2015","Spain","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Males","405",""
"2015","Spain","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Females","397",""
"2015","Spain","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Total","9,504",""
"2015","Spain","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Males","4,590",""
"2015","Spain","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Females","4,914",""
"2015","France","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Total","11,273",""
"2015","France","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Males","5,391",""
"2015","France","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Females","5,882",""
"2015","France","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Total","162,109",""
"2015","France","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Males","93,068",""
"2015","France","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Females","69,041",""
"2015","France","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Total","7,455",""
"2015","France","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Males","3,755",""
"2015","France","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Females","3,700",""
"2015","France","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Total","21,663",""
"2015","France","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Males","9,655",""
"2015","France","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Females","12,008",""
"2015","France","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Total","25,425",""
"2015","France","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Males","10,373",""
"2015","France","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Females","15,052",""
"2015","France","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Total","38,061",""
"2015","France","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Males","14,735",""
"2015","France","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Females","23,326",""
"2015","France","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Total","145,271",""
"2015","France","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Males","67,412",""
"2015","France","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Females","77,859",""
"2015","France","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Total","42,806",""
"2015","France","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Males","21,321",""
"2015","France","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Females","21,485",""
"2015","France","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Total","24,069",""
"2015","France","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Males","12,866",""
"2015","France","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Females","11,203",""
"2015","France","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Total","1,380",""
"2015","France","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Males","492",""
"2015","France","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Females","888",""
"2015","France","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Total","4,213",""
"2015","France","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Males","1,643",""
"2015","France","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Females","2,570",""
"2015","France","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Total","10,105",""
"2015","France","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Males","4,931",""
"2015","France","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Females","5,174",""
"2015","France","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Total","42",""
"2015","France","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Males",":",""
"2015","France","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Females","42",""
"2015","France","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Total","1,579",""
"2015","France","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Males","895",""
"2015","France","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Females","684",""
"2015","France","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Total","1,715",""
"2015","France","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Males","902",""
"2015","France","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Females","813",""
"2015","France","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Total","54,905",""
"2015","France","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Males","25,155",""
"2015","France","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Females","29,750",""
"2015","France (metropolitan)","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Total","10,978",""
"2015","France (metropolitan)","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Males","5,251",""
"2015","France (metropolitan)","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Females","5,727",""
"2015","France (metropolitan)","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Total","159,374",""
"2015","France (metropolitan)","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Males","91,542",""
"2015","France (metropolitan)","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Females","67,832",""
"2015","France (metropolitan)","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Total","7,336",""
"2015","France (metropolitan)","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Males","3,695",""
"2015","France (metropolitan)","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Females","3,641",""
"2015","France (metropolitan)","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Total","20,844",""
"2015","France (metropolitan)","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Males","9,305",""
"2015","France (metropolitan)","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Females","11,539",""
"2015","France (metropolitan)","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Total","25,094",""
"2015","France (metropolitan)","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Males","10,153",""
"2015","France (metropolitan)","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Females","14,941",""
"2015","France (metropolitan)","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Total","37,462",""
"2015","France (metropolitan)","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Males","14,450",""
"2015","France (metropolitan)","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Females","23,012",""
"2015","France (metropolitan)","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Total","142,471",""
"2015","France (metropolitan)","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Males","66,034",""
"2015","France (metropolitan)","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Females","76,437",""
"2015","France (metropolitan)","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Total","42,138",""
"2015","France (metropolitan)","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Males","20,969",""
"2015","France (metropolitan)","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Females","21,169",""
"2015","France (metropolitan)","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Total","23,521",""
"2015","France (metropolitan)","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Males","12,533",""
"2015","France (metropolitan)","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Females","10,988",""
"2015","France (metropolitan)","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Total","1,341",""
"2015","France (metropolitan)","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Males","477",""
"2015","France (metropolitan)","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Females","864",""
"2015","France (metropolitan)","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Total","4,136",""
"2015","France (metropolitan)","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Males","1,614",""
"2015","France (metropolitan)","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Females","2,522",""
"2015","France (metropolitan)","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Total","9,860",""
"2015","France (metropolitan)","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Males","4,817",""
"2015","France (metropolitan)","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Females","5,043",""
"2015","France (metropolitan)","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Total","34",""
"2015","France (metropolitan)","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Males",":",""
"2015","France (metropolitan)","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Females","34",""
"2015","France (metropolitan)","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Total","1,453",""
"2015","France (metropolitan)","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Males","828",""
"2015","France (metropolitan)","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Females","625",""
"2015","France (metropolitan)","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Total","1,631",""
"2015","France (metropolitan)","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Males","857",""
"2015","France (metropolitan)","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Females","774",""
"2015","France (metropolitan)","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Total","53,475",""
"2015","France (metropolitan)","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Males","24,427",""
"2015","France (metropolitan)","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Females","29,048",""
"2015","Croatia","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Total","389",""
"2015","Croatia","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Males","210",""
"2015","Croatia","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Females","179",""
"2015","Croatia","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Total","14,056",""
"2015","Croatia","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Males","8,055",""
"2015","Croatia","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Females","6,001",""
"2015","Croatia","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Total","279",""
"2015","Croatia","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Males","146",""
"2015","Croatia","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Females","133",""
"2015","Croatia","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Total","1,709",""
"2015","Croatia","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Males","714",""
"2015","Croatia","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Females","995",""
"2015","Croatia","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Total","1,345",""
"2015","Croatia","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Males","532",""
"2015","Croatia","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Females","813",""
"2015","Croatia","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Total","1,145",""
"2015","Croatia","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Males","546",""
"2015","Croatia","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Females","599",""
"2015","Croatia","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Total","25,988",""
"2015","Croatia","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Males","11,186",""
"2015","Croatia","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Females","14,802",""
"2015","Croatia","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Total","2,683",""
"2015","Croatia","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Males","1,531",""
"2015","Croatia","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Females","1,152",""
"2015","Croatia","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Total","2,177",""
"2015","Croatia","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Males","1,288",""
"2015","Croatia","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Females","889",""
"2015","Croatia","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Total","9",""
"2015","Croatia","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Males","3",""
"2015","Croatia","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Females","6",""
"2015","Croatia","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Total","132",""
"2015","Croatia","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Males","22",""
"2015","Croatia","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Females","110",""
"2015","Croatia","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Total","1,076",""
"2015","Croatia","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Males","460",""
"2015","Croatia","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Females","616",""
"2015","Croatia","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Total","1",""
"2015","Croatia","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Males",":",""
"2015","Croatia","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Females","1",""
"2015","Croatia","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Total","94",""
"2015","Croatia","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Males","53",""
"2015","Croatia","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Females","41",""
"2015","Croatia","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Total","115",""
"2015","Croatia","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Males","56",""
"2015","Croatia","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Females","59",""
"2015","Croatia","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Total","506",""
"2015","Croatia","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Males","177",""
"2015","Croatia","Number","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Total","All deaths reported in the country","Females","329",""
"2015","Italy","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Total","15,810",""
"2015","Italy","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Males","7,408",""
"2015","Italy","Number","Certain infectious and parasitic diseases (A00-B99)","Total","All deaths reported in the country","Females","8,402",""
"2015","Italy","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Total","170,339",""
"2015","Italy","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Males","94,870",""
"2015","Italy","Number","Malignant neoplasms (C00-C97)","Total","All deaths reported in the country","Females","75,469",""
"2015","Italy","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Total","8,541",""
"2015","Italy","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Males","4,567",""
"2015","Italy","Number","Non-malignant neoplasms (benign and uncertain)","Total","All deaths reported in the country","Females","3,974",""
"2015","Italy","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Total","29,258",""
"2015","Italy","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Males","12,646",""
"2015","Italy","Number","Endocrine, nutritional and metabolic diseases (E00-E90)","Total","All deaths reported in the country","Females","16,612",""
"2015","Italy","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Total","21,397",""
"2015","Italy","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Males","6,946",""
"2015","Italy","Number","Mental and behavioural disorders (F00-F99)","Total","All deaths reported in the country","Females","14,451",""
"2015","Italy","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Total","28,216",""
"2015","Italy","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Males","11,951",""
"2015","Italy","Number","Diseases of the nervous system and the sense organs (G00-H95)","Total","All deaths reported in the country","Females","16,265",""
"2015","Italy","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Total","239,513",""
"2015","Italy","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Males","103,246",""
"2015","Italy","Number","Diseases of the circulatory system (I00-I99)","Total","All deaths reported in the country","Females","136,267",""
"2015","Italy","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Total","48,518",""
"2015","Italy","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Males","25,512",""
"2015","Italy","Number","Diseases of the respiratory system (J00-J99)","Total","All deaths reported in the country","Females","23,006",""
"2015","Italy","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Total","23,286",""
"2015","Italy","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Males","11,419",""
"2015","Italy","Number","Diseases of the digestive system (K00-K93)","Total","All deaths reported in the country","Females","11,867",""
"2015","Italy","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Total","1,270",""
"2015","Italy","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Males","406",""
"2015","Italy","Number","Diseases of the skin and subcutaneous tissue (L00-L99)","Total","All deaths reported in the country","Females","864",""
"2015","Italy","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Total","3,472",""
"2015","Italy","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Males","980",""
"2015","Italy","Number","Diseases of the musculoskeletal system and connective tissue (M00-M99)","Total","All deaths reported in the country","Females","2,492",""
"2015","Italy","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Total","13,618",""
"2015","Italy","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Males","6,315",""
"2015","Italy","Number","Diseases of the genitourinary system (N00-N99)","Total","All deaths reported in the country","Females","7,303",""
"2015","Italy","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Total","16",""
"2015","Italy","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Males",":",""
"2015","Italy","Number","Pregnancy, childbirth and the puerperium (O00-O99)","Total","All deaths reported in the country","Females","16",""
"2015","Italy","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Total","857",""
"2015","Italy","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Males","464",""
"2015","Italy","Number","Certain conditions originating in the perinatal period (P00-P96)","Total","All deaths reported in the country","Females","393",""
"2015","Italy","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Total","1,394",""
"2015","Italy","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Males","753",""
"2015","Italy","Number","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","Total","All deaths reported in the country","Females","641",""
