"TIME","GEO","UNIT","ICHA11_HP","Value","Flag and Footnotes"
"2016","Slovenia","Million euro","Mental health hospitals","53.39",""
"2016","Slovenia","Million euro","Dental practice","101.44",""
"2016","Slovenia","Million euro","Pharmacies","610.89",""
"2016","Slovakia","Million euro","All providers of health care","5,666.47",""
"2016","Slovakia","Million euro","General hospitals","1,766.75",""
"2016","Slovakia","Million euro","Mental health hospitals","33.29",""
"2016","Slovakia","Million euro","Dental practice","252.96",""
"2016","Slovakia","Million euro","Pharmacies","1,506.94",""
"2016","Finland","Million euro","All providers of health care","20,398.75",""
"2016","Finland","Million euro","General hospitals","7,174.82",""
"2016","Finland","Million euro","Mental health hospitals","5.30",""
"2016","Finland","Million euro","Dental practice","522.55",""
"2016","Finland","Million euro","Pharmacies","2,565.00",""
"2016","Sweden","Million euro","All providers of health care","50,601.13",""
"2016","Sweden","Million euro","General hospitals","19,461.50",""
"2016","Sweden","Million euro","Mental health hospitals",":",""
"2016","Sweden","Million euro","Dental practice","2,861.16",""
"2016","Sweden","Million euro","Pharmacies","4,495.24",""
"2016","Iceland","Million euro","All providers of health care","1,522.60",""
"2016","Iceland","Million euro","General hospitals","588.78",""
"2016","Iceland","Million euro","Mental health hospitals",":",""
"2016","Iceland","Million euro","Dental practice","102.82",""
"2016","Iceland","Million euro","Pharmacies","135.36",""
"2016","Liechtenstein","Million euro","All providers of health care","329.92",""
"2016","Liechtenstein","Million euro","General hospitals","27.85",""
"2016","Liechtenstein","Million euro","Mental health hospitals","0.00",""
"2016","Liechtenstein","Million euro","Dental practice","17.36",""
"2016","Liechtenstein","Million euro","Pharmacies","12.28",""
"2016","Norway","Million euro","All providers of health care","35,318.92",""
"2016","Norway","Million euro","General hospitals","10,837.73",""
"2016","Norway","Million euro","Mental health hospitals","3,310.23",""
"2016","Norway","Million euro","Dental practice","1,788.69",""
"2016","Norway","Million euro","Pharmacies","2,384.99",""
"2016","Switzerland","Million euro","All providers of health care","71,046.79",""
"2016","Switzerland","Million euro","General hospitals","20,917.60",""
"2016","Switzerland","Million euro","Mental health hospitals","2,051.63",""
"2016","Switzerland","Million euro","Dental practice","3,670.68",""
"2016","Switzerland","Million euro","Pharmacies","4,791.70",""
"2016","United Kingdom","Million euro","All providers of health care","240,259.87",""
"2016","United Kingdom","Million euro","General hospitals",":",""
"2016","United Kingdom","Million euro","Mental health hospitals",":",""
"2016","United Kingdom","Million euro","Dental practice","8,606.59",""
"2016","United Kingdom","Million euro","Pharmacies",":",""
"2016","Bosnia and Herzegovina","Million euro","All providers of health care","1,414.14",""
"2016","Bosnia and Herzegovina","Million euro","General hospitals","464.51",""
"2016","Bosnia and Herzegovina","Million euro","Mental health hospitals","3.67",""
"2016","Bosnia and Herzegovina","Million euro","Dental practice","40.18",""
"2016","Bosnia and Herzegovina","Million euro","Pharmacies","340.88",""
"2017","European Union - 28 countries (2013-2020)","Million euro","All providers of health care","1,523,944.70",""
"2017","European Union - 28 countries (2013-2020)","Million euro","General hospitals",":",""
"2017","European Union - 28 countries (2013-2020)","Million euro","Mental health hospitals",":",""
"2017","European Union - 28 countries (2013-2020)","Million euro","Dental practice",":",""
"2017","European Union - 28 countries (2013-2020)","Million euro","Pharmacies",":",""
"2017","Belgium","Million euro","All providers of health care","47,990.31",""
"2017","Belgium","Million euro","General hospitals","15,413.40",""
"2017","Belgium","Million euro","Mental health hospitals","1,971.67",""
"2017","Belgium","Million euro","Dental practice","1,863.48",""
"2017","Belgium","Million euro","Pharmacies","4,853.56",""
"2017","Bulgaria","Million euro","All providers of health care","3,935.66",""
"2017","Bulgaria","Million euro","General hospitals","1,116.54",""
"2017","Bulgaria","Million euro","Mental health hospitals","25.03",""
"2017","Bulgaria","Million euro","Dental practice","143.73",""
"2017","Bulgaria","Million euro","Pharmacies","1,440.55",""
"2017","Czechia","Million euro","All providers of health care","13,864.05",""
"2017","Czechia","Million euro","General hospitals","5,033.70",""
"2017","Czechia","Million euro","Mental health hospitals","208.00",""
"2017","Czechia","Million euro","Dental practice","742.47",""
"2017","Czechia","Million euro","Pharmacies","1,979.79",""
"2017","Denmark","Million euro","All providers of health care","29,597.66",""
"2017","Denmark","Million euro","General hospitals","11,937.86",""
"2017","Denmark","Million euro","Mental health hospitals","1,176.06",""
"2017","Denmark","Million euro","Dental practice","1,622.56",""
"2017","Denmark","Million euro","Pharmacies","1,551.99",""
"2017","Germany (until 1990 former territory of the FRG)","Million euro","All providers of health care","369,321.00",""
"2017","Germany (until 1990 former territory of the FRG)","Million euro","General hospitals","93,893.00",""
"2017","Germany (until 1990 former territory of the FRG)","Million euro","Mental health hospitals",":",""
"2017","Germany (until 1990 former territory of the FRG)","Million euro","Dental practice","26,651.00",""
"2017","Germany (until 1990 former territory of the FRG)","Million euro","Pharmacies","50,027.00",""
"2017","Estonia","Million euro","All providers of health care","1,572.66",""
"2017","Estonia","Million euro","General hospitals","679.42",""
"2017","Estonia","Million euro","Mental health hospitals","4.36",""
"2017","Estonia","Million euro","Dental practice","131.76",""
"2017","Estonia","Million euro","Pharmacies","267.64",""
"2017","Ireland","Million euro","All providers of health care","21,219.26",""
"2017","Ireland","Million euro","General hospitals","6,693.67",""
"2017","Ireland","Million euro","Mental health hospitals","325.15",""
"2017","Ireland","Million euro","Dental practice","444.05",""
"2017","Ireland","Million euro","Pharmacies","2,663.14",""
"2017","Greece","Million euro","All providers of health care","14,354.78",""
"2017","Greece","Million euro","General hospitals","5,278.34",""
"2017","Greece","Million euro","Mental health hospitals","348.08",""
"2017","Greece","Million euro","Dental practice","700.73",""
"2017","Greece","Million euro","Pharmacies","3,961.49",""
"2017","Spain","Million euro","All providers of health care","104,067.75",""
"2017","Spain","Million euro","General hospitals","42,069.08",""
"2017","Spain","Million euro","Mental health hospitals","836.81",""
"2017","Spain","Million euro","Dental practice","3,776.14",""
"2017","Spain","Million euro","Pharmacies","15,999.39",""
"2017","France","Million euro","All providers of health care","260,340.97",""
"2017","France","Million euro","General hospitals","89,342.88",""
"2017","France","Million euro","Mental health hospitals","10,353.05",""
"2017","France","Million euro","Dental practice","10,284.72",""
"2017","France","Million euro","Pharmacies","37,716.39",""
"2017","Croatia","Million euro","All providers of health care","3,327.75",""
"2017","Croatia","Million euro","General hospitals","1,371.02",""
"2017","Croatia","Million euro","Mental health hospitals","50.15",""
"2017","Croatia","Million euro","Dental practice","166.72",""
"2017","Croatia","Million euro","Pharmacies","675.68",""
"2017","Italy","Million euro","All providers of health care","150,697.00",""
"2017","Italy","Million euro","General hospitals",":",""
"2017","Italy","Million euro","Mental health hospitals",":",""
"2017","Italy","Million euro","Dental practice",":",""
"2017","Italy","Million euro","Pharmacies",":",""
"2017","Cyprus","Million euro","All providers of health care","1,327.70",""
"2017","Cyprus","Million euro","General hospitals","533.01",""
"2017","Cyprus","Million euro","Mental health hospitals","10.96",""
"2017","Cyprus","Million euro","Dental practice","63.16",""
"2017","Cyprus","Million euro","Pharmacies","194.77",""
"2017","Latvia","Million euro","All providers of health care","1,609.73",""
"2017","Latvia","Million euro","General hospitals","396.93",""
"2017","Latvia","Million euro","Mental health hospitals","37.39",""
"2017","Latvia","Million euro","Dental practice","96.44",""
"2017","Latvia","Million euro","Pharmacies","452.70",""
"2017","Lithuania","Million euro","All providers of health care","2,732.83",""
"2017","Lithuania","Million euro","General hospitals","810.01",""
"2017","Lithuania","Million euro","Mental health hospitals","21.78",""
"2017","Lithuania","Million euro","Dental practice","173.14",""
"2017","Lithuania","Million euro","Pharmacies","711.09",""
"2017","Luxembourg","Million euro","All providers of health care","2,987.17",""
"2017","Luxembourg","Million euro","General hospitals","824.81",""
"2017","Luxembourg","Million euro","Mental health hospitals","51.79",""
"2017","Luxembourg","Million euro","Dental practice","170.40",""
"2017","Luxembourg","Million euro","Pharmacies","287.22",""
"2017","Hungary","Million euro","All providers of health care","8,572.70",""
"2017","Hungary","Million euro","General hospitals","3,010.94",""
"2017","Hungary","Million euro","Mental health hospitals","7.28",""
"2017","Hungary","Million euro","Dental practice","344.09",""
"2017","Hungary","Million euro","Pharmacies","2,377.22",""
"2017","Malta","Million euro","All providers of health care","1,042.18",""
"2017","Malta","Million euro","General hospitals","384.90",""
"2017","Malta","Million euro","Mental health hospitals","30.29",""
"2017","Malta","Million euro","Dental practice","24.25",""
"2017","Malta","Million euro","Pharmacies","119.79",""
"2017","Netherlands","Million euro","All providers of health care","74,614.00",""
"2017","Netherlands","Million euro","General hospitals","20,188.00",""
"2017","Netherlands","Million euro","Mental health hospitals","3,909.00",""
"2017","Netherlands","Million euro","Dental practice","3,137.00",""
"2017","Netherlands","Million euro","Pharmacies","5,371.00",""
"2017","Austria","Million euro","All providers of health care","38,354.63",""
"2017","Austria","Million euro","General hospitals","12,992.33",""
"2017","Austria","Million euro","Mental health hospitals",":",""
"2017","Austria","Million euro","Dental practice","1,860.47",""
"2017","Austria","Million euro","Pharmacies","4,130.46",""
"2017","Poland","Million euro","All providers of health care","30,663.80",""
"2017","Poland","Million euro","General hospitals","9,232.26",""
"2017","Poland","Million euro","Mental health hospitals","331.99",""
"2017","Poland","Million euro","Dental practice","1,499.02",""
"2017","Poland","Million euro","Pharmacies","6,084.16",""
"2017","Portugal","Million euro","All providers of health care","18,234.53",""
"2017","Portugal","Million euro","General hospitals","7,410.98",""
"2017","Portugal","Million euro","Mental health hospitals","126.39",""
"2017","Portugal","Million euro","Dental practice",":",""
"2017","Portugal","Million euro","Pharmacies","2,739.46",""
"2017","Romania","Million euro","All providers of health care","9,671.85",""
"2017","Romania","Million euro","General hospitals","3,154.59",""
"2017","Romania","Million euro","Mental health hospitals","155.89",""
"2017","Romania","Million euro","Dental practice","324.78",""
"2017","Romania","Million euro","Pharmacies","2,423.96",""
"2017","Slovenia","Million euro","All providers of health care","3,520.39",""
"2017","Slovenia","Million euro","General hospitals","1,126.30",""
"2017","Slovenia","Million euro","Mental health hospitals","51.71",""
"2017","Slovenia","Million euro","Dental practice","104.59",""
"2017","Slovenia","Million euro","Pharmacies","633.46",""
"2017","Slovakia","Million euro","All providers of health care","5,721.14",""
"2017","Slovakia","Million euro","General hospitals","1,829.89",""
"2017","Slovakia","Million euro","Mental health hospitals","31.25",""
"2017","Slovakia","Million euro","Dental practice","264.80",""
"2017","Slovakia","Million euro","Pharmacies","1,509.82",""
"2017","Finland","Million euro","All providers of health care","20,653.82",""
"2017","Finland","Million euro","General hospitals","7,597.53",""
"2017","Finland","Million euro","Mental health hospitals","5.90",""
"2017","Finland","Million euro","Dental practice","533.76",""
"2017","Finland","Million euro","Pharmacies","2,528.02",""
"2017","Sweden","Million euro","All providers of health care","51,771.23",""
"2017","Sweden","Million euro","General hospitals","19,911.26",""
"2017","Sweden","Million euro","Mental health hospitals",":",""
"2017","Sweden","Million euro","Dental practice","2,941.02",""
"2017","Sweden","Million euro","Pharmacies","4,417.81",""
"2017","Iceland","Million euro","All providers of health care","1,821.16",""
"2017","Iceland","Million euro","General hospitals","712.35",""
"2017","Iceland","Million euro","Mental health hospitals",":",""
"2017","Iceland","Million euro","Dental practice","122.23",""
"2017","Iceland","Million euro","Pharmacies","151.76",""
"2017","Liechtenstein","Million euro","All providers of health care","325.71",""
"2017","Liechtenstein","Million euro","General hospitals","23.64",""
"2017","Liechtenstein","Million euro","Mental health hospitals","0.00",""
"2017","Liechtenstein","Million euro","Dental practice","17.12",""
"2017","Liechtenstein","Million euro","Pharmacies","12.02",""
"2017","Norway","Million euro","All providers of health care","36,447.73",""
"2017","Norway","Million euro","General hospitals","10,950.14",""
"2017","Norway","Million euro","Mental health hospitals","3,301.17",""
"2017","Norway","Million euro","Dental practice","1,848.61",""
"2017","Norway","Million euro","Pharmacies","2,482.68",""
"2017","Switzerland","Million euro","All providers of health care","71,640.74",""
"2017","Switzerland","Million euro","General hospitals","20,855.13",""
"2017","Switzerland","Million euro","Mental health hospitals","2,073.28",""
"2017","Switzerland","Million euro","Dental practice","3,800.19",""
"2017","Switzerland","Million euro","Pharmacies","4,676.73",""
"2017","United Kingdom","Million euro","All providers of health care","232,178.14",""
"2017","United Kingdom","Million euro","General hospitals",":",""
"2017","United Kingdom","Million euro","Mental health hospitals",":",""
"2017","United Kingdom","Million euro","Dental practice","8,256.35",""
"2017","United Kingdom","Million euro","Pharmacies",":",""
"2017","Bosnia and Herzegovina","Million euro","All providers of health care","1,433.73",""
"2017","Bosnia and Herzegovina","Million euro","General hospitals","476.12",""
"2017","Bosnia and Herzegovina","Million euro","Mental health hospitals","3.92",""
"2017","Bosnia and Herzegovina","Million euro","Dental practice","40.53",""
"2017","Bosnia and Herzegovina","Million euro","Pharmacies","349.13",""
"2018","European Union - 28 countries (2013-2020)","Million euro","All providers of health care","1,576,356.18",""
"2018","European Union - 28 countries (2013-2020)","Million euro","General hospitals",":",""
"2018","European Union - 28 countries (2013-2020)","Million euro","Mental health hospitals",":",""
"2018","European Union - 28 countries (2013-2020)","Million euro","Dental practice",":",""
"2018","European Union - 28 countries (2013-2020)","Million euro","Pharmacies",":",""
"2018","Belgium","Million euro","All providers of health care","49,557.46",""
"2018","Belgium","Million euro","General hospitals","15,839.74",""
"2018","Belgium","Million euro","Mental health hospitals","2,094.59",""
"2018","Belgium","Million euro","Dental practice","2,020.36",""
"2018","Belgium","Million euro","Pharmacies","4,949.77",""
"2018","Bulgaria","Million euro","All providers of health care","4,120.53",""
"2018","Bulgaria","Million euro","General hospitals","1,238.05",""
"2018","Bulgaria","Million euro","Mental health hospitals","26.13",""
"2018","Bulgaria","Million euro","Dental practice","164.51",""
"2018","Bulgaria","Million euro","Pharmacies","1,441.02",""
"2018","Czechia","Million euro","All providers of health care","15,871.89",""
"2018","Czechia","Million euro","General hospitals","6,025.97",""
"2018","Czechia","Million euro","Mental health hospitals","232.81",""
"2018","Czechia","Million euro","Dental practice","809.64",""
"2018","Czechia","Million euro","Pharmacies","2,160.12",""
"2018","Denmark","Million euro","All providers of health care","30,449.93",""
"2018","Denmark","Million euro","General hospitals","12,179.23",""
"2018","Denmark","Million euro","Mental health hospitals","1,215.78",""
"2018","Denmark","Million euro","Dental practice","1,659.50",""
"2018","Denmark","Million euro","Pharmacies","1,616.64",""
"2018","Germany (until 1990 former territory of the FRG)","Million euro","All providers of health care","384,322.00",""
"2018","Germany (until 1990 former territory of the FRG)","Million euro","General hospitals","96,886.00",""
"2018","Germany (until 1990 former territory of the FRG)","Million euro","Mental health hospitals",":",""
"2018","Germany (until 1990 former territory of the FRG)","Million euro","Dental practice","27,349.00",""
"2018","Germany (until 1990 former territory of the FRG)","Million euro","Pharmacies","51,883.00",""
"2018","Estonia","Million euro","All providers of health care","1,734.30",""
"2018","Estonia","Million euro","General hospitals","746.37",""
"2018","Estonia","Million euro","Mental health hospitals","4.75",""
"2018","Estonia","Million euro","Dental practice","147.40",""
"2018","Estonia","Million euro","Pharmacies","295.92",""
"2018","Ireland","Million euro","All providers of health care","22,431.81",""
"2018","Ireland","Million euro","General hospitals","7,082.70",""
"2018","Ireland","Million euro","Mental health hospitals","369.24",""
"2018","Ireland","Million euro","Dental practice","484.33",""
"2018","Ireland","Million euro","Pharmacies","2,703.78",""
"2018","Greece","Million euro","All providers of health care","14,304.08",""
"2018","Greece","Million euro","General hospitals","5,479.02",""
"2018","Greece","Million euro","Mental health hospitals","337.92",""
"2018","Greece","Million euro","Dental practice","680.70",""
"2018","Greece","Million euro","Pharmacies","3,739.64",""
"2018","Spain","Million euro","All providers of health care","108,265.61",""
"2018","Spain","Million euro","General hospitals","43,672.10",""
"2018","Spain","Million euro","Mental health hospitals","855.24",""
"2018","Spain","Million euro","Dental practice","3,822.69",""
"2018","Spain","Million euro","Pharmacies","16,480.97",""
"2018","France","Million euro","All providers of health care","264,355.40",""
"2018","France","Million euro","General hospitals","89,745.79",""
"2018","France","Million euro","Mental health hospitals","10,368.63",""
"2018","France","Million euro","Dental practice","10,397.37",""
"2018","France","Million euro","Pharmacies","38,210.88",""
"2018","Croatia","Million euro","All providers of health care","3,560.60",""
"2018","Croatia","Million euro","General hospitals","1,504.90",""
"2018","Croatia","Million euro","Mental health hospitals","52.07",""
"2018","Croatia","Million euro","Dental practice","196.91",""
"2018","Croatia","Million euro","Pharmacies","685.34",""
"2018","Italy","Million euro","All providers of health care","153,685.00",""
"2018","Italy","Million euro","General hospitals",":",""
"2018","Italy","Million euro","Mental health hospitals",":",""
"2018","Italy","Million euro","Dental practice",":",""
"2018","Italy","Million euro","Pharmacies",":",""
"2018","Cyprus","Million euro","All providers of health care","1,451.02",""
"2018","Cyprus","Million euro","General hospitals","580.31",""
"2018","Cyprus","Million euro","Mental health hospitals","12.68",""
"2018","Cyprus","Million euro","Dental practice","67.76",""
"2018","Cyprus","Million euro","Pharmacies","208.57",""
"2018","Latvia","Million euro","All providers of health care","1,804.22",""
"2018","Latvia","Million euro","General hospitals","465.17",""
"2018","Latvia","Million euro","Mental health hospitals","43.90",""
"2018","Latvia","Million euro","Dental practice","108.32",""
"2018","Latvia","Million euro","Pharmacies","487.95",""
"2018","Lithuania","Million euro","All providers of health care","2,972.32",""
"2018","Lithuania","Million euro","General hospitals","873.90",""
"2018","Lithuania","Million euro","Mental health hospitals","22.98",""
"2018","Lithuania","Million euro","Dental practice","197.22",""
"2018","Lithuania","Million euro","Pharmacies","709.77",""
"2018","Luxembourg","Million euro","All providers of health care","3,174.33",""
"2018","Luxembourg","Million euro","General hospitals","922.15",""
"2018","Luxembourg","Million euro","Mental health hospitals","57.42",""
"2018","Luxembourg","Million euro","Dental practice","177.99",""
"2018","Luxembourg","Million euro","Pharmacies","298.79",""
"2018","Hungary","Million euro","All providers of health care","8,899.00",""
"2018","Hungary","Million euro","General hospitals","3,202.15",""
"2018","Hungary","Million euro","Mental health hospitals","7.91",""
"2018","Hungary","Million euro","Dental practice","347.89",""
"2018","Hungary","Million euro","Pharmacies","2,395.78",""
"2018","Malta","Million euro","All providers of health care","1,109.70",""
"2018","Malta","Million euro","General hospitals","407.76",""
"2018","Malta","Million euro","Mental health hospitals","26.59",""
"2018","Malta","Million euro","Dental practice","25.53",""
"2018","Malta","Million euro","Pharmacies","132.92",""
"2018","Netherlands","Million euro","All providers of health care","77,645.00",""
"2018","Netherlands","Million euro","General hospitals","20,994.00",""
"2018","Netherlands","Million euro","Mental health hospitals","4,079.00",""
"2018","Netherlands","Million euro","Dental practice","3,214.00",""
"2018","Netherlands","Million euro","Pharmacies","5,352.00",""
"2018","Austria","Million euro","All providers of health care","39,759.74",""
"2018","Austria","Million euro","General hospitals","13,529.71",""
"2018","Austria","Million euro","Mental health hospitals",":",""
"2018","Austria","Million euro","Dental practice","1,948.19",""
"2018","Austria","Million euro","Pharmacies","4,230.66",""
"2018","Poland","Million euro","All providers of health care","31,501.68",""
"2018","Poland","Million euro","General hospitals","9,921.99",""
"2018","Poland","Million euro","Mental health hospitals","360.71",""
"2018","Poland","Million euro","Dental practice","1,007.23",""
"2018","Poland","Million euro","Pharmacies","6,327.74",""
"2018","Portugal","Million euro","All providers of health care","19,313.26",""
"2018","Portugal","Million euro","General hospitals","7,892.38",""
"2018","Portugal","Million euro","Mental health hospitals","130.95",""
"2018","Portugal","Million euro","Dental practice",":",""
"2018","Portugal","Million euro","Pharmacies","2,831.82",""
"2018","Romania","Million euro","All providers of health care","11,371.07",""
"2018","Romania","Million euro","General hospitals","3,950.85",""
"2018","Romania","Million euro","Mental health hospitals","193.96",""
"2018","Romania","Million euro","Dental practice","382.89",""
"2018","Romania","Million euro","Pharmacies","2,725.51",""
"2018","Slovenia","Million euro","All providers of health care","3,797.15",""
"2018","Slovenia","Million euro","General hospitals","1,221.36",""
"2018","Slovenia","Million euro","Mental health hospitals","56.43",""
"2018","Slovenia","Million euro","Dental practice","118.10",""
"2018","Slovenia","Million euro","Pharmacies","668.03",""
"2018","Slovakia","Million euro","All providers of health care","5,991.41",""
"2018","Slovakia","Million euro","General hospitals","1,982.30",""
"2018","Slovakia","Million euro","Mental health hospitals","34.76",""
"2018","Slovakia","Million euro","Dental practice","282.64",""
"2018","Slovakia","Million euro","Pharmacies","1,528.57",""
"2018","Finland","Million euro","All providers of health care","21,111.01",""
"2018","Finland","Million euro","General hospitals","7,994.14",""
"2018","Finland","Million euro","Mental health hospitals","5.78",""
"2018","Finland","Million euro","Dental practice","478.87",""
"2018","Finland","Million euro","Pharmacies","2,616.92",""
"2018","Sweden","Million euro","All providers of health care","51,496.64",""
"2018","Sweden","Million euro","General hospitals","19,868.30",""
"2018","Sweden","Million euro","Mental health hospitals",":",""
"2018","Sweden","Million euro","Dental practice","2,886.35",""
"2018","Sweden","Million euro","Pharmacies","4,475.99",""
"2018","Iceland","Million euro","All providers of health care","1,872.17",""
"2018","Iceland","Million euro","General hospitals","739.75",""
"2018","Iceland","Million euro","Mental health hospitals",":",""
"2018","Iceland","Million euro","Dental practice","125.06",""
"2018","Iceland","Million euro","Pharmacies","154.96",""
"2018","Liechtenstein","Million euro","All providers of health care","314.30",""
"2018","Liechtenstein","Million euro","General hospitals","23.66",""
"2018","Liechtenstein","Million euro","Mental health hospitals","0.00",""
"2018","Liechtenstein","Million euro","Dental practice","18.49",""
"2018","Liechtenstein","Million euro","Pharmacies","12.48",""
"2018","Norway","Million euro","All providers of health care","37,118.10",""
"2018","Norway","Million euro","General hospitals","11,200.73",""
"2018","Norway","Million euro","Mental health hospitals","3,340.14",""
"2018","Norway","Million euro","Dental practice","1,788.17",""
"2018","Norway","Million euro","Pharmacies","2,411.98",""
"2018","Switzerland","Million euro","All providers of health care","69,473.42",""
"2018","Switzerland","Million euro","General hospitals","20,349.91",""
"2018","Switzerland","Million euro","Mental health hospitals","2,031.33",""
"2018","Switzerland","Million euro","Dental practice","3,821.23",""
"2018","Switzerland","Million euro","Pharmacies","4,729.86",""
"2018","United Kingdom","Million euro","All providers of health care","242,300.03",""
"2018","United Kingdom","Million euro","General hospitals",":",""
"2018","United Kingdom","Million euro","Mental health hospitals",":",""
"2018","United Kingdom","Million euro","Dental practice","8,370.69",""
"2018","United Kingdom","Million euro","Pharmacies",":",""
"2018","Bosnia and Herzegovina","Million euro","All providers of health care","1,520.28",""
"2018","Bosnia and Herzegovina","Million euro","General hospitals","525.45",""
"2018","Bosnia and Herzegovina","Million euro","Mental health hospitals","4.31",""
"2018","Bosnia and Herzegovina","Million euro","Dental practice","43.93",""
"2018","Bosnia and Herzegovina","Million euro","Pharmacies","357.70",""
"2019","European Union - 28 countries (2013-2020)","Million euro","All providers of health care",":",""
"2019","European Union - 28 countries (2013-2020)","Million euro","General hospitals",":",""
"2019","European Union - 28 countries (2013-2020)","Million euro","Mental health hospitals",":",""
"2019","European Union - 28 countries (2013-2020)","Million euro","Dental practice",":",""
"2019","European Union - 28 countries (2013-2020)","Million euro","Pharmacies",":",""
"2019","Belgium","Million euro","All providers of health care","50,759.41",""
"2019","Belgium","Million euro","General hospitals","17,189.38",""
"2019","Belgium","Million euro","Mental health hospitals","2,134.98",""
"2019","Belgium","Million euro","Dental practice","2,131.83",""
"2019","Belgium","Million euro","Pharmacies","4,960.76",""
"2019","Bulgaria","Million euro","All providers of health care","4,364.00",""
"2019","Bulgaria","Million euro","General hospitals","1,296.66",""
"2019","Bulgaria","Million euro","Mental health hospitals","29.29",""
"2019","Bulgaria","Million euro","Dental practice","172.70",""
"2019","Bulgaria","Million euro","Pharmacies","1,479.96",""
"2019","Czechia","Million euro","All providers of health care","17,545.85",""
"2019","Czechia","Million euro","General hospitals","6,476.48",""
"2019","Czechia","Million euro","Mental health hospitals","253.70",""
"2019","Czechia","Million euro","Dental practice","837.77",""
"2019","Czechia","Million euro","Pharmacies","2,278.43",""
"2019","Denmark","Million euro","All providers of health care","31,136.59",""
"2019","Denmark","Million euro","General hospitals","12,274.73",""
"2019","Denmark","Million euro","Mental health hospitals","1,276.98",""
"2019","Denmark","Million euro","Dental practice","1,608.87",""
"2019","Denmark","Million euro","Pharmacies","1,713.92",""
"2019","Germany (until 1990 former territory of the FRG)","Million euro","All providers of health care","403,444.00",""
"2019","Germany (until 1990 former territory of the FRG)","Million euro","General hospitals","100,763.00",""
"2019","Germany (until 1990 former territory of the FRG)","Million euro","Mental health hospitals",":",""
"2019","Germany (until 1990 former territory of the FRG)","Million euro","Dental practice","28,343.00",""
"2019","Germany (until 1990 former territory of the FRG)","Million euro","Pharmacies","55,192.00",""
"2019","Estonia","Million euro","All providers of health care","1,892.09",""
"2019","Estonia","Million euro","General hospitals","818.71",""
"2019","Estonia","Million euro","Mental health hospitals","4.81",""
"2019","Estonia","Million euro","Dental practice","163.72",""
"2019","Estonia","Million euro","Pharmacies","308.00",""
"2019","Ireland","Million euro","All providers of health care","23,781.78",""
"2019","Ireland","Million euro","General hospitals","7,691.39",""
"2019","Ireland","Million euro","Mental health hospitals","373.21",""
"2019","Ireland","Million euro","Dental practice","523.63",""
"2019","Ireland","Million euro","Pharmacies","2,736.44",""
"2019","Greece","Million euro","All providers of health care","14,375.74",""
"2019","Greece","Million euro","General hospitals","5,550.69",""
"2019","Greece","Million euro","Mental health hospitals","340.95",""
"2019","Greece","Million euro","Dental practice","642.98",""
"2019","Greece","Million euro","Pharmacies","3,760.31",""
"2019","Spain","Million euro","All providers of health care","113,674.21",""
"2019","Spain","Million euro","General hospitals","46,751.90",""
"2019","Spain","Million euro","Mental health hospitals","897.91",""
"2019","Spain","Million euro","Dental practice","3,934.38",""
"2019","Spain","Million euro","Pharmacies","16,800.01",""
"2019","France","Million euro","All providers of health care","269,540.81",""
"2019","France","Million euro","General hospitals","91,393.29",""
"2019","France","Million euro","Mental health hospitals","10,480.00",""
"2019","France","Million euro","Dental practice","10,608.41",""
"2019","France","Million euro","Pharmacies","38,473.56",""
"2019","Croatia","Million euro","All providers of health care","3,785.01",""
"2019","Croatia","Million euro","General hospitals","1,622.04",""
"2019","Croatia","Million euro","Mental health hospitals","56.71",""
"2019","Croatia","Million euro","Dental practice","220.40",""
"2019","Croatia","Million euro","Pharmacies","716.84",""
"2019","Italy","Million euro","All providers of health care","155,249.00",""
"2019","Italy","Million euro","General hospitals",":",""
"2019","Italy","Million euro","Mental health hospitals",":",""
"2019","Italy","Million euro","Dental practice",":",""
"2019","Italy","Million euro","Pharmacies",":",""
"2019","Cyprus","Million euro","All providers of health care","1,562.11",""
"2019","Cyprus","Million euro","General hospitals","607.59",""
"2019","Cyprus","Million euro","Mental health hospitals","12.85",""
"2019","Cyprus","Million euro","Dental practice","70.97",""
"2019","Cyprus","Million euro","Pharmacies","204.33",""
"2019","Latvia","Million euro","All providers of health care","2,001.13",""
"2019","Latvia","Million euro","General hospitals","534.55",""
"2019","Latvia","Million euro","Mental health hospitals","54.51",""
"2019","Latvia","Million euro","Dental practice","128.52",""
"2019","Latvia","Million euro","Pharmacies","488.40",""
"2019","Lithuania","Million euro","All providers of health care","3,419.53",""
"2019","Lithuania","Million euro","General hospitals","1,000.67",""
"2019","Lithuania","Million euro","Mental health hospitals","24.42",""
"2019","Lithuania","Million euro","Dental practice","223.13",""
"2019","Lithuania","Million euro","Pharmacies","828.64",""
"2019","Luxembourg","Million euro","All providers of health care","3,411.31",""
"2019","Luxembourg","Million euro","General hospitals","1,003.18",""
"2019","Luxembourg","Million euro","Mental health hospitals","53.18",""
"2019","Luxembourg","Million euro","Dental practice","174.50",""
"2019","Luxembourg","Million euro","Pharmacies","298.62",""
"2019","Hungary","Million euro","All providers of health care","9,276.92",""
"2019","Hungary","Million euro","General hospitals","3,189.83",""
"2019","Hungary","Million euro","Mental health hospitals","7.83",""
"2019","Hungary","Million euro","Dental practice","409.05",""
"2019","Hungary","Million euro","Pharmacies","2,522.73",""
"2019","Malta","Million euro","All providers of health care",":",""
"2019","Malta","Million euro","General hospitals",":",""
